"Year","Region","Zone","Category","Number.of.holders","Area.in.hectare","Production.in.quintal","Yqth"
"2008","Oromiya","West Arsi","Root Crops",109525,10087,739559.12,98.73
"2011","Oromiya","West Arsi","Root Crops",150158,12653.98,950665.34,214.05
"2012","Oromiya","West Arsi","Root Crops",192869,15213.66,1144596.38,172.69
"2013","Oromiya","West Arsi","Root Crops",257874,18816.78,171108.77,239.13
"2014","Oromiya","West Arsi","Root Crops",197505,13793.92,39630.43,115.69
"2015","Oromiya","West Arsi","Root Crops",181141,17631.96,1590196.55,90.19
"2016","Oromiya","West Arsi","Root Crops",172163,12733,1073826.11,84.33
"2007","Oromiya ","West Arsi","Root Crops",145430,19292.34,1172933.56,107.2
"2009","Oromiya ","West Arsi","Root Crops",135339,6051.92,486195.24,300.6
"2005","Amhara","West Gojjam","Root Crops",294624,3664,409185,339.22
"2006","Amhara","West Gojjam","Root Crops",283620,5713.77,585710.97,384.19
"2007","Amhara","West Gojjam","Root Crops",214298,5005.26,553771.98,280.71
"2008","Amhara","West Gojjam","Root Crops",225027,4738.09,495712.88,201.06
"2009","Amhara","West Gojjam","Root Crops",294008,5155.58,536437.23,319.15
"2011","Amhara","West Gojjam","Root Crops",217054,3664.35,387315.06,301.96
"2012","Amhara","West Gojjam","Root Crops",231557,3007.9,317980.09,412.48
"2013","Amhara","West Gojjam","Root Crops",318453,2632.1,334723.79,247.93
"2014","Amhara","West Gojjam","Root Crops",260063,3129.24,418511.83,364.04
"2015","Amhara","West Gojjam","Root Crops",219131,2267.45,314444.59,247.59
"2016","Amhara","West Gojjam","Root Crops",160471,2267.31,217149.5,131.97
"2005","Oromiya","West Hararge","Root Crops",77309,2862,326215,385.05
"2006","Oromiya","West Hararge","Root Crops",118425,4633.96,215513.95,324.31
"2007","Oromiya","West Hararge","Root Crops",146051,5188.97,236888.95,116.98
"2008","Oromiya","West Hararge","Root Crops",133897,7295.71,518947.25,160.34
"2011","Oromiya","West Hararge","Root Crops",228465,13533.54,915907.99,172.79
"2012","Oromiya","West Hararge","Root Crops",158508,6181.92,457677.07,172.79
"2013","Oromiya","West Hararge","Root Crops",87164,3683.82,606085.89,442.23
"2014","Oromiya","West Hararge","Root Crops",141289,6364.03,1164673.49,378.74
"2015","Oromiya","West Hararge","Root Crops",181741,6322.79,1434550.16,374.15
"2016","Oromiya","West Hararge","Root Crops",87489,3387.56,618880.69,322.99
"2005","Oromiya","West Shewa","Root Crops",288885,2159,280208,644.28
"2006","Oromiya","West Shewa","Root Crops",309536,4413.43,323853.98,554.22
"2008","Oromiya","West Shewa","Root Crops",322463,2785.49,228268.23,365.93
"2011","Oromiya","West Shewa","Root Crops",226527,5516.38,431653.62,319.85
"2012","Oromiya","West Shewa","Root Crops",376157,7393.55,574124.3,595.45
"2013","Oromiya","West Shewa","Root Crops",439133,10831.77,1812404.58,365.18
"2014","Oromiya","West Shewa","Root Crops",438083,12514.88,2030400.12,436.05
"2015","Oromiya","West Shewa","Root Crops",324740,10103.54,1555608.79,407.47
"2016","Oromiya","West Shewa","Root Crops",406479,14689.05,2069948.86,386.86
"2007","Oromiya ","West Shewa","Root Crops",318431,4569.49,393544.79,470.24
"2005","Oromiya","West Wellega","Root Crops",231102,3449,346498,662.46
"2006","Oromiya","West Wellega","Root Crops",197198,3493.66,203906.1,552.71
"2008","Oromiya","West Wellega","Root Crops",198069,5375.28,434432.35,313.83
"2011","Oromiya","West Wellega","Root Crops",183733,4266.92,364650.75,470.93
"2012","Oromiya","West Wellega","Root Crops",239144,4203.68,360825.79,470.94
"2013","Oromiya","West Wellega","Root Crops",211280,3854.85,104293.34,387.33
"2014","Oromiya","West Wellega","Root Crops",204353,3531.13,58787.83,353.81
"2015","Oromiya","West Wellega","Root Crops",220195,6136,3312871.09,857.6
"2016","Oromiya","West Wellega","Root Crops",246691,5567.82,3126842.39,945.78
"2007","Oromiya ","West Wellega","Root Crops",114064,2395.21,182568.66,286.92
"2009","Oromiya ","West Wellega","Root Crops",257515,6134.49,501898.89,451.19
"2005","Tigray","Western Tigray","Root Crops",4508,30,4494,150.03
"2006","Tigray","Western Tigray","Root Crops",6397,31.35,3624.37,344.13
"2007","Tigray","Western Tigray","Root Crops",7350,42.42,3814.62,181.85
"2008","Tigray","Western Tigray","Root Crops",8048,0,0,0
"2009","Tigray","Western Tigray","Root Crops",6780,0,0,0
"2014","Tigray","Western Tigray","Root Crops",12406,67.21,8916.12,132.66
"2015","Tigray","Western Tigray","Root Crops",10597,55.67,5478.38,98.41
"2016","Tigray","Western Tigray","Root Crops",6635,61.84,5155.02,83.36
"2005","SNNP","Wolayita","Root Crops",387870,19270,2000086,291.37
"2006","SNNP","Wolayita","Root Crops",365095,20049.72,1907856.06,393.3
"2007","SNNP","Wolayita","Root Crops",438448,21915.19,1899339.7,417.74
"2008","SNNP","Wolayita","Root Crops",447945,20361.64,1977068.11,274.2
"2009","SNNP","Wolayita","Root Crops",249663,6464.76,600586.58,274.2
"2011","SNNP","Wolayita","Root Crops",510005,28812.9,2855988.11,281.55
"2012","SNNP","Wolayita","Root Crops",462337,15480.73,1487639.3,281.55
"2013","SNNP","Wolayita","Root Crops",505129,16091.59,4528234.75,444.31
"2014","SNNP","Wolayita","Root Crops",605630,21357.17,6975693.61,891.54
"2015","SNNP","Wolayita","Root Crops",834092,31760.63,10672288.1,905.07
"2016","SNNP","Wolayita","Root Crops",805007,24874.38,6658390.56,866.37
"2005","SNNP","YEM","Root Crops",14600,246,22243,803.07
"2006","SNNP","YEM","Root Crops",12245,256.89,16187.71,148.7
"2007","SNNP","YEM","Root Crops",14962,297.42,14549.09,106.51
"2008","SNNP","YEM","Root Crops",19677,414.32,32053.26,780.7
"2009","SNNP","YEM","Root Crops",1386,3.93,515.94,259.29
"2011","SNNP","YEM","Root Crops",13781,325.14,24967.54,298.45
"2012","SNNP","YEM","Root Crops",26275,390.33,31598.99,703.85
"2013","SNNP","YEM","Root Crops",32075,301.09,47805.62,672.07
"2014","SNNP","YEM","Root Crops",21846,263.34,42030.47,905.54
"2015","SNNP","YEM","Root Crops",24492,357.32,65804.14,800.16
"2016","SNNP","YEM","Root Crops",33181,603.41,110292.89,886.52
"2005","Afar","Zone  03","Root Crops",990,0,0,0
"2006","Afar","Zone  03","Root Crops",1264,261.1,15222.57,58.5
"2007","Afar","Zone  03","Root Crops",890,0,0,0
"2006","Afar","Zone 01","Root Crops",32,0.48,0,0
"2018","","","Sugar Cane",1090575,29536.49,13470350.06,456.06
"2008","Gambella","Agnuwak","Sugar Cane",518,0,0,0
"2012","Gambella","Agnuwak","Sugar Cane",2260,0,0,0
"2005","SNNP","Alaba","Sugar Cane",990,4,192,46.85
"2006","SNNP","Alaba","Sugar Cane",1394,7.07,0,0
"2007","SNNP","Alaba","Sugar Cane",2459,15.07,0,0
"2008","SNNP","Alaba","Sugar Cane",3301,17.3,810.38,46.84
"2009","SNNP","Alaba","Sugar Cane",1147,0,0,0
"2011","SNNP","Alaba","Sugar Cane",2611,14,867.83,61.99
"2012","SNNP","Alaba","Sugar Cane",2880,20.33,1260.3,61.99
"2013","SNNP","Alaba","Sugar Cane",2043,0,0,0
"2014","SNNP","Alaba","Sugar Cane",2071,11.71,0,0
"2015","SNNP","Alaba","Sugar Cane",1459,6.54,4060.41,620.86
"2008","SNNP","Amaro","Sugar Cane",7323,143.36,57788.38,403.1
"2005","SNNP","Amaro ","Sugar Cane",4078,136,8282,60.9
"2006","SNNP","Amaro ","Sugar Cane",4601,142.56,138056.75,968.41
"2007","SNNP","Amaro ","Sugar Cane",5226,134.36,116146.1,864.44
"2011","SNNP","Amaro ","Sugar Cane",15461,421.32,224748.63,533.44
"2012","SNNP","Amaro ","Sugar Cane",12219,265.99,141888.46,533.44
"2016","Amhara","Argoba ","Sugar Cane",1681,8.33,0,0
"2005","Oromiya","Arsi","Sugar Cane",15682,0,0,0
"2006","Oromiya","Arsi","Sugar Cane",12985,1075.09,217704.86,202.5
"2008","Oromiya","Arsi","Sugar Cane",15725,1392.08,277205.43,199.13
"2013","Oromiya","Arsi","Sugar Cane",6178,143.86,0,0
"2014","Oromiya","Arsi","Sugar Cane",5928,0,0,0
"2015","Oromiya","Arsi","Sugar Cane",4692,0,0,0
"2007","Oromiya ","Arsi","Sugar Cane",13910,979.94,295471.71,301.52
"2006","Benishangul Gumuz","Assosa","Sugar Cane",259,3.2,3075.08,960.96
"2007","Benishangul Gumuz","Assosa","Sugar Cane",278,4.78,4143.64,866.87
"2008","Benishangul Gumuz","Assosa","Sugar Cane",3364,0,0,0
"2013","Benishangul Gumuz","Assosa","Sugar Cane",4492,81.98,6773.48,82.62
"2016","Benishangul Gumuz","Assosa","Sugar Cane",2157,62.99,13742.63,218.17
"2005","Amhara","Awi","Sugar Cane",10293,0,0,0
"2006","Amhara","Awi","Sugar Cane",13658,215.94,189661.55,878.31
"2007","Amhara","Awi","Sugar Cane",18140,0,0,0
"2008","Amhara","Awi","Sugar Cane",8159,113.09,99324.1,878.27
"2009","Amhara","Awi","Sugar Cane",7465,49.96,43876.53,878.23
"2011","Amhara","Awi","Sugar Cane",11699,133.96,135384.57,1010.63
"2013","Amhara","Awi","Sugar Cane",15199,304.52,284934.03,935.65
"2014","Amhara","Awi","Sugar Cane",11436,0,0,0
"2015","Amhara","Awi","Sugar Cane",15919,0,0,0
"2016","Amhara","Awi","Sugar Cane",12172,8.33,0,0
"2006","Oromiya","Bale","Sugar Cane",1570,16.79,10651.62,634.4
"2008","Oromiya","Bale","Sugar Cane",12246,649.2,234262.99,360.85
"2011","Oromiya","Bale","Sugar Cane",5018,0,0,0
"2012","Oromiya","Bale","Sugar Cane",6411,0,0,0
"2015","Oromiya","Bale","Sugar Cane",5436,0,0,0
"2005","SNNP","Basketo","Sugar Cane",3979,50,0,0
"2006","SNNP","Basketo","Sugar Cane",4519,68.02,20698.98,304.31
"2007","SNNP","Basketo","Sugar Cane",4472,69.28,28219.02,407.32
"2008","SNNP","Basketo","Sugar Cane",6439,83.76,29804.89,355.84
"2009","SNNP","Basketo","Sugar Cane",2921,25.84,9192.75,355.76
"2011","SNNP","Basketo","Sugar Cane",5917,101.67,47874.63,470.88
"2012","SNNP","Basketo","Sugar Cane",7453,69.63,32787.48,470.88
"2013","SNNP","Basketo","Sugar Cane",6151,62.55,31092.58,497.08
"2014","SNNP","Basketo","Sugar Cane",6155,71.26,35369.83,0
"2015","SNNP","Basketo","Sugar Cane",7245,87.5,47565.91,543.61
"2016","SNNP","Basketo","Sugar Cane",7152,77.92,42359.95,543.63
"2005","SNNP","Bench Maji","Sugar Cane",24308,515,36263,70.46
"2006","SNNP","Bench Maji","Sugar Cane",25638,462.21,331682.01,717.6
"2007","SNNP","Bench Maji","Sugar Cane",24745,537.49,409122.17,761.17
"2008","SNNP","Bench Maji","Sugar Cane",21845,431.68,145919.56,338.03
"2013","SNNP","Bench Maji","Sugar Cane",24911,313.19,139635.82,445.85
"2014","SNNP","Bench Maji","Sugar Cane",31904,393.45,177955.7,452.3
"2015","SNNP","Bench Maji","Sugar Cane",27711,374.81,179228.34,478.18
"2016","SNNP","Bench Maji","Sugar Cane",36210,559.68,263192.89,470.26
"2005","Oromiya","Borena","Sugar Cane",12958,808,58951,72.95
"2006","Oromiya","Borena","Sugar Cane",14343,633.97,718222.23,1132.9
"2007","Oromiya","Borena","Sugar Cane",14419,464.64,275746.55,593.46
"2008","Oromiya","Borena","Sugar Cane",15042,371.37,144477.53,389.04
"2011","Oromiya","Borena","Sugar Cane",8080,366.61,164121.15,447.67
"2012","Oromiya","Borena","Sugar Cane",6531,141.64,63406.2,447.66
"2013","Oromiya","Borena","Sugar Cane",8565,229.01,109754.9,479.26
"2014","Oromiya","Borena","Sugar Cane",5830,196.81,59625.8,302.96
"2015","Oromiya","Borena","Sugar Cane",7128,162.02,54500.55,336.38
"2016","Oromiya","Borena","Sugar Cane",6152,173.07,55381.38,319.99
"2005","SNNP","Burji","Sugar Cane",1703,22,2423,107.86
"2006","SNNP","Burji","Sugar Cane",1679,33.92,8820.09,260.03
"2007","SNNP","Burji","Sugar Cane",1882,13.14,4759.73,362.23
"2008","SNNP","Burji","Sugar Cane",2379,26.01,4919.15,189.13
"2011","SNNP","Burji","Sugar Cane",1073,18.92,4737.29,250.39
"2012","SNNP","Burji","Sugar Cane",2226,48.41,12118.61,250.33
"2006","Tigray","Central Tigray","Sugar Cane",291,1.4,0,0
"2016","Tigray","Central Tigray","Sugar Cane",1681,8.33,0,0
"2005","SNNP","Dawuro","Sugar Cane",11616,110,6518,59
"2006","SNNP","Dawuro","Sugar Cane",15649,86.93,70585.19,811.98
"2007","SNNP","Dawuro","Sugar Cane",15176,180.83,126240.07,698.11
"2008","SNNP","Dawuro","Sugar Cane",16735,164.7,40747.49,247.4
"2009","SNNP","Dawuro","Sugar Cane",13507,133.77,33095.56,247.41
"2011","SNNP","Dawuro","Sugar Cane",12875,109.85,35963.05,327.38
"2012","SNNP","Dawuro","Sugar Cane",15029,143.44,46960.13,327.39
"2013","SNNP","Dawuro","Sugar Cane",13608,110.12,0,0
"2014","SNNP","Dawuro","Sugar Cane",14831,103.76,0,0
"2015","SNNP","Dawuro","Sugar Cane",16429,95.39,56291.95,590.12
"2016","SNNP","Dawuro","Sugar Cane",18575,209.3,119434.27,570.64
"2005","SNNP","Derashe ","Sugar Cane",1170,14,1124,79.34
"2006","SNNP","Derashe ","Sugar Cane",2818,42.54,0,0
"2007","SNNP","Derashe ","Sugar Cane",3492,41.5,0,0
"2008","SNNP","Derashe ","Sugar Cane",3673,23.99,1903.52,79.35
"2011","SNNP","Derashe ","Sugar Cane",1612,13.2,1386.3,105.02
"2012","SNNP","Derashe ","Sugar Cane",2858,32.67,3430.8,105.01
"2006","Amhara","East Gojjam","Sugar Cane",4746,77.24,0,0
"2007","Amhara","East Gojjam","Sugar Cane",7084,0,0,0
"2008","Amhara","East Gojjam","Sugar Cane",11204,0,0,0
"2009","Amhara","East Gojjam","Sugar Cane",8263,0,0,0
"2011","Amhara","East Gojjam","Sugar Cane",7456,0,0,0
"2013","Amhara","East Gojjam","Sugar Cane",7280,47.13,0,0
"2014","Amhara","East Gojjam","Sugar Cane",15292,316.09,90544.47,286.45
"2015","Amhara","East Gojjam","Sugar Cane",11866,91.68,28658.1,312.59
"2016","Amhara","East Gojjam","Sugar Cane",8269,8.33,0,0
"2005","Oromiya","East Hararge","Sugar Cane",9951,142,13576,95.91
"2006","Oromiya","East Hararge","Sugar Cane",6389,71.21,94962.95,1333.56
"2007","Oromiya","East Hararge","Sugar Cane",8007,0,0,0
"2008","Oromiya","East Hararge","Sugar Cane",49874,1339,542723.17,405.32
"2011","Oromiya","East Hararge","Sugar Cane",20831,0,0,0
"2012","Oromiya","East Hararge","Sugar Cane",17113,435.42,203078.31,466.4
"2013","Oromiya","East Hararge","Sugar Cane",16929,188.94,0,0
"2014","Oromiya","East Hararge","Sugar Cane",17310,441.29,0,0
"2015","Oromiya","East Hararge","Sugar Cane",14258,0,0,0
"2016","Oromiya","East Hararge","Sugar Cane",11402,0,0,0
"2006","Oromiya","East Shewa","Sugar Cane",4949,993.42,431839.69,434.7
"2016","Oromiya","East Shewa","Sugar Cane",1681,8.33,0,0
"2005","Oromiya","East Wellega","Sugar Cane",3961,210,10178,48.5
"2006","Oromiya","East Wellega","Sugar Cane",3525,151.01,0,0
"2008","Oromiya","East Wellega","Sugar Cane",5774,345.59,16761.07,48.5
"2011","Oromiya","East Wellega","Sugar Cane",8591,271.07,15128.49,55.81
"2012","Oromiya","East Wellega","Sugar Cane",7845,204.79,364.53,1.78
"2013","Oromiya","East Wellega","Sugar Cane",8752,311.95,0,55.68
"2014","Oromiya","East Wellega","Sugar Cane",8792,474.37,212214.29,447.36
"2015","Oromiya","East Wellega","Sugar Cane",8162,478.6,220291.94,460.28
"2016","Oromiya","East Wellega","Sugar Cane",9309,0,0,0
"2009","Oromiya ","East Wellega","Sugar Cane",4849,140.28,6803.61,48.5
"2016","Tigray","Eastern Tigray","Sugar Cane",1681,8.33,0,0
"2014","Gambella","Etang Spe.","Sugar Cane",72,0,0,0
"2015","Gambella","Etang Spe.","Sugar Cane",72,0,0,0
"2005","SNNP","Gamo Gofa","Sugar Cane",17742,227,9702,42.7
"2006","SNNP","Gamo Gofa","Sugar Cane",22766,268.24,114323.02,426.2
"2007","SNNP","Gamo Gofa","Sugar Cane",26338,234.35,128018.77,546.27
"2008","SNNP","Gamo Gofa","Sugar Cane",33556,472.67,104038.95,220.11
"2013","SNNP","Gamo Gofa","Sugar Cane",52667,968.66,310579.12,320.63
"2014","SNNP","Gamo Gofa","Sugar Cane",51967,780.42,258075.72,330.69
"2015","SNNP","Gamo Gofa","Sugar Cane",49843,656.52,249050.21,379.35
"2016","SNNP","Gamo Gofa","Sugar Cane",68914,813.36,309081.25,380.01
"2005","SNNP","Gedeo","Sugar Cane",27700,892,55303,62
"2006","SNNP","Gedeo","Sugar Cane",26517,589.76,513330.91,870.41
"2007","SNNP","Gedeo","Sugar Cane",22512,524.66,389189.71,741.79
"2008","SNNP","Gedeo","Sugar Cane",24118,700.6,251962.95,359.64
"2011","SNNP","Gedeo","Sugar Cane",17942,282.63,134510.85,475.93
"2012","SNNP","Gedeo","Sugar Cane",18757,402.7,191653.73,475.92
"2013","SNNP","Gedeo","Sugar Cane",14598,0,0,0
"2014","SNNP","Gedeo","Sugar Cane",12360,351.22,0,0
"2015","SNNP","Gedeo","Sugar Cane",17923,468.64,227689.74,485.85
"2016","SNNP","Gedeo","Sugar Cane",16876,274.96,129981.38,472.73
"2005","Oromiya","Guji","Sugar Cane",25060,1360,97769,71.87
"2006","Oromiya","Guji","Sugar Cane",14991,642.87,438371.46,681.9
"2007","Oromiya","Guji","Sugar Cane",17616,943,669093.65,709.54
"2008","Oromiya","Guji","Sugar Cane",14232,1063.34,413682.41,389.04
"2011","Oromiya","Guji","Sugar Cane",14374,547.19,244961.37,447.67
"2012","Oromiya","Guji","Sugar Cane",8719,422.68,189220.56,447.67
"2013","Oromiya","Guji","Sugar Cane",10256,411.63,183695.83,446.26
"2014","Oromiya","Guji","Sugar Cane",12113,697.66,0,0
"2015","Oromiya","Guji","Sugar Cane",14355,498.96,258506.86,518.09
"2016","Oromiya","Guji","Sugar Cane",11503,659.51,352122.57,533.92
"2009","Oromiya ","Guji","Sugar Cane",9446,583,226810.69,389.04
"2005","SNNP","Gurage","Sugar Cane",17976,0,0,0
"2006","SNNP","Gurage","Sugar Cane",24788,445.25,466533.01,1047.8
"2007","SNNP","Gurage","Sugar Cane",26320,0,0,0
"2011","SNNP","Gurage","Sugar Cane",25015,222.26,161781.56,727.89
"2012","SNNP","Gurage","Sugar Cane",20941,223.33,162560.32,727.89
"2013","SNNP","Gurage","Sugar Cane",16554,0,0,0
"2015","SNNP","Gurage","Sugar Cane",11565,0,0,0
"2016","SNNP","Gurage","Sugar Cane",14970,0,0,0
"2005","SNNP","Hadiya","Sugar Cane",60402,1097,82582,75.29
"2006","SNNP","Hadiya","Sugar Cane",70017,1450.86,1975202.15,1361.4
"2007","SNNP","Hadiya","Sugar Cane",64040,1321.26,834310.17,631.45
"2008","SNNP","Hadiya","Sugar Cane",49196,1069.11,474407.51,443.74
"2013","SNNP","Hadiya","Sugar Cane",57943,1461.22,758590.84,519.15
"2014","SNNP","Hadiya","Sugar Cane",54081,1472.99,0,0
"2015","SNNP","Hadiya","Sugar Cane",62341,2168.11,1059563.4,488.7
"2016","SNNP","Hadiya","Sugar Cane",49696,1926.74,0,0
"2006","Harari","Harer","Sugar Cane",536,24.98,0,0
"2012","Harari","Harer","Sugar Cane",2748,0,0,0
"2008","Oromiya","Horo Gudru Wellega","Sugar Cane",4068,150.33,7291.07,48.5
"2011","Oromiya","Horo Gudru Wellega","Sugar Cane",6473,304.4,16988.32,55.81
"2012","Oromiya","Horo Gudru Wellega","Sugar Cane",6826,287.16,16026.22,55.81
"2013","Oromiya","Horo Gudru Wellega","Sugar Cane",6726,202.31,13462.62,66.54
"2014","Oromiya","Horo Gudru Wellega","Sugar Cane",4668,268.13,0,0
"2015","Oromiya","Horo Gudru Wellega","Sugar Cane",5560,0,194884.81,0
"2016","Oromiya","Horo Gudru Wellega","Sugar Cane",4853,285.24,130942.33,459.06
"2007","Oromiya ","Horo Gudru Wellega","Sugar Cane",2176,95.75,0,0
"2009","Oromiya ","Horo Gudru Wellega","Sugar Cane",3738,90.63,4395.59,48.5
"2005","Oromiya","Ilu Aba Bora","Sugar Cane",19885,260,17815,68.63
"2006","Oromiya","Ilu Aba Bora","Sugar Cane",29107,254.33,166712.46,655.5
"2008","Oromiya","Ilu Aba Bora","Sugar Cane",34479,492.85,152827.87,310.09
"2011","Oromiya","Ilu Aba Bora","Sugar Cane",27462,444,158429.82,356.82
"2012","Oromiya","Ilu Aba Bora","Sugar Cane",40445,545.25,194555.16,356.82
"2013","Oromiya","Ilu Aba Bora","Sugar Cane",25825,293.54,78005.09,265.74
"2014","Oromiya","Ilu Aba Bora","Sugar Cane",23352,304.78,0,0
"2015","Oromiya","Ilu Aba Bora","Sugar Cane",23493,680.98,262367.8,385.28
"2016","Oromiya","Ilu Aba Bora","Sugar Cane",27259,748.66,290600.92,388.16
"2007","Oromiya ","Ilu Aba Bora","Sugar Cane",23346,277.5,191217.75,689.07
"2009","Oromiya ","Ilu Aba Bora","Sugar Cane",25496,547.71,169839.79,310.09
"2016","Somali","Jijiga","Sugar Cane",1681,8.33,0,0
"2005","Oromiya","Jimma","Sugar Cane",92465,743,49618,66.76
"2006","Oromiya","Jimma","Sugar Cane",129733,1363.28,1174465.55,861.5
"2008","Oromiya","Jimma","Sugar Cane",151842,1536.73,566529.56,368.66
"2011","Oromiya","Jimma","Sugar Cane",138859,1334.85,566272.1,424.22
"2012","Oromiya","Jimma","Sugar Cane",171742,1845.19,782768.2,424.22
"2013","Oromiya","Jimma","Sugar Cane",136674,1012.04,373657.87,369.21
"2014","Oromiya","Jimma","Sugar Cane",148874,1243.95,482244.86,387.67
"2015","Oromiya","Jimma","Sugar Cane",163749,1611.96,629771.06,390.69
